Aboraz Beach (7267,7766) (7213,7819) (7213,7765) (7320,7820) (7321,7725) (7159,7835) (7159,7781) (7159,7727) (7374,7779) (7375,7698) (7133,7899) (7105,7845) (7105,7791) (7105,7737) (7428,7752) (7429,7675) (7051,7820) (7482,7729) (7536,7711) | overflowToLeft=false
Forbidding 30 Sea Zone (9266,8192) (9212,8245) (9212,8191) (9319,8246) (9266,8138) (9320,8138) (9320,8192) (9210,8137) (9265,8299) (9211,8299) (9158,8245) (9158,8191) (9373,8246) (9373,8300) (9319,8300) (9264,8084) (9318,8084) (9374,8106) (9374,8160) (9156,8137) (9156,8083) (9210,8083) (9265,8353) (9104,8243) (9427,8214) (9427,8268) (9427,8322) (9373,8354) (9319,8354) (9264,8030) (9428,8158) (9102,8189) (9102,8135) (9172,8029) (9445,8376) (9391,8408) (9337,8408) (9226,7976) (9048,8188) (9445,8430) | overflowToLeft=false
Forbidding 31 Sea Zone (8975,8364) (8921,8417) (8921,8363) (9028,8418) (8975,8310) (9029,8310) (9029,8364) (8919,8309) (8867,8445) (8867,8391) (9082,8418) (8973,8256) (9083,8334) (8865,8337) (8813,8445) (8813,8391) (9136,8388) (9136,8442) (8759,8445) (9190,8425) | overflowToLeft=false
Forbidding 32 Sea Zone (8313,7573) (8259,7626) (8259,7572) (8366,7627) (8313,7519) (8367,7519) (8367,7573) (8257,7518) (8312,7680) (8258,7680) (8205,7626) (8205,7572) (8204,7681) (8311,7465) (8365,7465) (8419,7465) (8421,7519) (8421,7573) (8203,7518) (8293,7734) (8151,7627) (8151,7573) (8475,7488) (8475,7542) (8097,7613) (8097,7559) | overflowToLeft=false
Forbidding 33 Sea Zone (8570,7781) (8516,7834) (8516,7780) (8623,7835) (8570,7727) (8624,7727) (8624,7781) (8514,7726) (8569,7888) (8515,7888) (8462,7834) (8462,7780) (8677,7835) (8677,7889) (8623,7889) (8461,7889) (8568,7673) (8622,7673) (8676,7673) (8678,7727) (8678,7781) (8460,7726) (8474,7672) (8569,7942) (8515,7942) (8408,7835) (8408,7781) (8731,7835) (8635,7943) (8528,7619) (8582,7619) (8636,7619) (8732,7682) (8732,7736) (8576,7996) (8354,7822) (8556,7565) (8786,7730) | overflowToLeft=false
Forbidding 34 Sea Zone (8851,8032) (8797,8085) (8797,8031) (8904,8086) (8851,7978) (8905,7978) (8905,8032) (8795,7977) (8850,8139) (8796,8139) (8743,8085) (8743,8031) (8958,8086) (8957,8140) (8742,8140) (8849,7924) (8903,7924) (8957,7924) (8959,7978) (8959,8032) (8741,7977) (8770,7923) (8901,8193) (8847,8193) (8689,8086) (8689,8032) (9012,8086) (8793,8194) (8824,7870) (8878,7870) (8932,7870) (9013,7937) (9013,7991) (8635,8082) (8841,8248) (8862,7816) (9067,7982) | overflowToLeft=false
Forbidding 35 Sea Zone (8089,7814) (8035,7867) (8035,7813) (8142,7868) (8089,7760) (8143,7760) (8143,7814) (8033,7759) (8088,7921) (7981,7841) (8196,7868) (8196,7922) (8142,7922) (8087,7706) (8197,7792) (7979,7787) (7979,7733) (8033,7705) (7953,7679) (8250,7846) (8250,7900) (8217,7976) (8163,7976) (7925,7791) (7925,7737) (8007,7651) (7899,7683) (7946,7625) (8304,7884) (7871,7743) (7845,7689) | overflowToLeft=false
Forbidding 36 Sea Zone (8489,8199) (8435,8252) (8435,8198) (8542,8253) (8489,8145) (8543,8145) (8543,8199) (8433,8144) (8488,8306) (8434,8306) (8381,8242) (8596,8253) (8596,8307) (8542,8307) (8487,8091) (8597,8156) (8379,8188) (8379,8134) (8433,8090) (8369,8080) (8488,8360) (8650,8210) (8650,8264) (8650,8318) (8596,8361) (8542,8361) (8325,8177) (8423,8036) (8661,8372) (8315,8123) (8315,8069) (8369,8026) (8304,8015) (8704,8259) (8704,8313) (8607,8415) (8553,8415) (8261,8107) (8358,7972) (8758,8312) | overflowToLeft=false
Forbidding 4 Sea Zone (8858,3002) (8804,3055) (8804,3001) (8911,3056) (8858,2948) (8912,2948) (8912,3002) (8802,2947) (8857,3109) (8803,3109) (8750,3055) (8965,3056) (8963,3110) (8749,3110) (8856,2894) (8910,2894) (8964,2894) (8966,2948) (8966,3002) (8771,2893) (8909,3163) (8855,3163) (8801,3164) (8747,3164) (8825,2840) (8879,2840) (8933,2840) (8868,2786) (8922,2786) (8976,2786) | overflowToLeft=false
Forbidding 5 Sea Zone (9244,3202) (9190,3255) (9190,3201) (9297,3256) (9244,3148) (9298,3148) (9298,3202) (9188,3147) (9243,3309) (9189,3309) (9136,3255) (9136,3201) (9351,3256) (9351,3310) (9297,3310) (9135,3310) (9242,3094) (9296,3094) (9350,3094) (9352,3148) (9352,3202) (9134,3147) (9134,3093) (9188,3093) (9404,3064) (9082,3256) (9082,3202) (9405,3256) (9405,3310) (9081,3357) (9406,3118) (9406,3172) (9080,3148) (9080,3094) (9028,3303) (9028,3249) (9027,3359) (9026,3195) (9026,3141) (9026,3087) | overflowToLeft=false
Forbidding 6 Sea Zone (8759,3487) (8705,3540) (8705,3486) (8812,3541) (8759,3433) (8813,3433) (8813,3487) (8703,3432) (8758,3594) (8704,3594) (8651,3540) (8651,3486) (8866,3541) (8866,3595) (8812,3595) (8650,3595) (8757,3379) (8811,3379) (8865,3379) (8867,3433) (8867,3487) (8649,3432) (8649,3378) (8703,3378) (8919,3327) (8758,3648) (8704,3648) (8597,3541) (8597,3487) (8887,3649) (8833,3649) (8650,3649) (8596,3649) (8596,3595) (8757,3325) (8811,3325) (8865,3325) (8921,3381) (8921,3435) (8665,3324) (8919,3273) (8578,3703) (8719,3271) (8773,3271) (8827,3271) | overflowToLeft=false
Forbidding 7 Sea Zone (9222,3529) (9168,3582) (9168,3528) (9275,3583) (9222,3475) (9276,3475) (9276,3529) (9166,3474) (9221,3636) (9167,3636) (9114,3582) (9114,3528) (9329,3583) (9329,3637) (9275,3637) (9113,3637) (9220,3421) (9274,3421) (9328,3421) (9330,3475) (9330,3529) (9112,3474) (9112,3420) (9166,3420) (9382,3409) (9060,3583) (9060,3529) (9383,3583) (9383,3637) (9059,3651) (9384,3463) (9384,3517) (9058,3475) (9058,3421) (9436,3406) (9006,3597) (9006,3543) (9437,3571) (9437,3625) (9005,3654) (9438,3460) (9438,3514) (9004,3489) (9004,3435) | overflowToLeft=false
Forbidding 8 Sea Zone (8827,3884) (8773,3937) (8773,3883) (8880,3938) (8827,3830) (8881,3830) (8881,3884) (8771,3829) (8826,3991) (8772,3991) (8719,3937) (8719,3883) (8934,3938) (8934,3992) (8880,3992) (8718,3992) (8825,3776) (8879,3776) (8933,3776) (8935,3830) (8935,3884) (8717,3829) (8717,3775) (8771,3775) (8987,3724) (8826,4045) (8772,4045) (8665,3920) (8988,3938) (8969,4046) (8915,4046) (8718,4046) (8921,3722) (8989,3778) (8989,3832) (8663,3866) (8663,3812) (8663,3758) (8609,3856) (8609,3802) (8555,3789) | overflowToLeft=false
Forbidding 9 Sea Zone (9268,3865) (9214,3918) (9214,3864) (9321,3919) (9268,3811) (9322,3811) (9322,3865) (9212,3810) (9267,3972) (9213,3972) (9160,3918) (9160,3864) (9375,3919) (9375,3973) (9321,3973) (9159,3973) (9266,3757) (9320,3757) (9374,3757) (9376,3811) (9376,3865) (9158,3810) (9158,3756) (9212,3756) (9428,3705) (9267,4026) (9213,4026) (9106,3919) (9106,3865) (9429,3919) (9429,3973) (9159,4027) (9105,4027) (9105,3973) (9430,3759) (9430,3813) (9104,3811) (9104,3757) (9051,4038) (9051,3984) | overflowToLeft=false
Forest Song (2913,3219) (2916,3162) (2927,3276) (2971,3139) (2972,3218) (3027,3147) (3029,3203) (3029,3090) (2973,3081) (2915,3103) (2859,3157) (2857,3213) (2799,3212) (2808,3271) (2866,3276) (2983,3277) (3040,3260) | overflowToLeft=false
Forests Edge (6681,6340) (6652,6410) (6715,6407) (6650,6470) (6744,6344) (6697,6280) (6622,6337) (6803,6326) (6802,6384) (6771,6440) (6858,6371) (6828,6456) (6886,6426) (6918,6342) (6943,6405) (7000,6384) (7058,6367) | overflowToLeft=false
Forgotten Coast (872,5854) (983,5795) (929,5854) (927,5796) (871,5797) (984,5853) (856,5911) (912,5910) (969,5910) (815,5799) (757,5786) (1040,5874) (1039,5818) (1039,5762) (1074,5705) (873,5966) (879,6023) | overflowToLeft=false
Freewind Post (2640,6311) (2700,6292) (2758,6287) (2756,6344) (2644,6253) (2586,6229) (2582,6287) (2473,6350) (2530,6373) (2585,6344) (2522,6292) (2814,6291) (2813,6349) (2871,6329) (2871,6386) | overflowToLeft=false
Frostsaber Rock (3220,1630) (3164,1686) (3220,1685) (3276,1582) (3276,1638) (3276,1694) (3162,1630) (3192,1742) (3249,1751) (3136,1573) (3276,1525) (3078,1569) (3105,1627) (3048,1626) (3020,1570) (2963,1567) (3137,1490) (3081,1489) (3331,1527) (3386,1543) (3331,1582) (3332,1637) (3332,1693) (3388,1659) (3307,1740) (3107,1682) (3023,1512) (3388,1740) | overflowToLeft=false
Frostwinter Gorge (3349,2595) (3237,2535) (3292,2596) (3293,2539) (3348,2539) (3236,2591) (3403,2518) (3347,2482) (3291,2482) (3235,2479) (3405,2573) (3405,2628) (3348,2651) (3290,2652) (3405,2684) (3347,2707) (3301,2764) | overflowToLeft=false
Frozen 1 Sea Zone (189,1278) (135,1331) (135,1277) (242,1332) (189,1224) (243,1224) (243,1278) (133,1223) (188,1385) (134,1385) (81,1331) (81,1277) (296,1332) (296,1386) (242,1386) (80,1386) (187,1170) (241,1170) (295,1170) (297,1224) (297,1278) (79,1223) (79,1169) (133,1169) (349,1118) (188,1439) (134,1439) (27,1332) (27,1278) (350,1332) (80,1440) (26,1440) (26,1386) (216,1116) (270,1116) (351,1172) (351,1226) (25,1224) (25,1170) (150,1493) (404,1280) (96,1494) (42,1494) (47,1548) | overflowToLeft=false
Frozen 10 Sea Zone (2165,998) (2111,1051) (2111,997) (2218,1052) (2165,944) (2219,944) (2219,998) (2109,943) (2164,1105) (2110,1105) (2057,1051) (2057,997) (2272,1052) (2272,1106) (2218,1106) (2056,1106) (2163,890) (2217,890) (2271,890) (2273,944) (2273,998) (2063,889) (2164,1159) (2110,1159) (2056,1160) (2002,1160) (2002,1106) (2117,836) (2171,836) (2225,836) (2059,835) (2128,1213) (2074,1214) (2020,1214) (1966,1214) (2113,782) (2167,782) (2221,782) (2044,781) (2046,1268) (1992,1268) (1938,1268) (2098,728) (2152,728) (2206,728) | overflowToLeft=false
Frozen 11 Sea Zone (2529,867) (2475,920) (2475,866) (2582,921) (2529,813) (2583,813) (2583,867) (2473,812) (2528,974) (2474,974) (2421,920) (2421,866) (2636,921) (2636,975) (2582,975) (2420,975) (2527,759) (2581,759) (2635,759) (2637,813) (2637,867) (2419,812) (2419,758) (2473,758) (2528,1028) (2474,1028) (2367,921) (2367,867) (2690,921) (2690,975) (2633,1029) (2420,1029) (2366,996) (2527,705) (2581,705) (2635,705) (2691,820) (2365,813) (2365,759) (2365,705) (2419,704) (2473,704) (2463,1083) (2409,1083) (2311,764) (2311,710) | overflowToLeft=false
Frozen 12 Sea Zone (3042,819) (2988,872) (2988,818) (3095,873) (3042,765) (3096,765) (3096,819) (2986,764) (3041,926) (2987,926) (2934,872) (2934,818) (3149,873) (3149,927) (3095,927) (2933,927) (3040,711) (3094,711) (3148,711) (3150,765) (3150,819) (2932,764) (2932,710) (2986,710) (3202,699) (2880,873) (2880,819) (3203,873) (3203,927) (3203,981) (2879,951) (3204,753) (3204,807) (2878,765) (2878,711) (3256,699) (2826,897) (2826,843) (3257,861) (3257,915) (2825,959) (3258,753) (3258,807) (2824,789) (2824,735) (3310,699) (3312,753) (3312,807) (2770,828) (2770,774) (2770,720) | overflowToLeft=false
Frozen 13 Sea Zone (3609,1046) (3555,1099) (3555,1045) (3662,1100) (3609,992) (3663,992) (3663,1046) (3553,991) (3608,1153) (3554,1153) (3501,1099) (3501,1045) (3716,1100) (3716,1154) (3662,1154) (3607,938) (3661,938) (3717,947) (3717,1001) (3499,991) (3499,937) (3553,937) (3447,1086) (3770,1055) (3770,1109) (3770,1163) (3716,1208) (3662,1208) (3771,965) (3445,1032) (3445,978) (3445,924) (3779,1217) (3432,870) (3824,1019) (3824,1073) (3824,1127) (3391,1053) (3391,999) (3391,945) (3833,1181) (3833,1235) (3378,891) (3878,1006) (3878,1060) (3878,1114) (3337,1035) (3337,981) (3887,1168) (3932,1027) (3932,1081) | overflowToLeft=false
Frozen 14 Sea Zone (3835,790) (3781,843) (3781,789) (3888,844) (3835,736) (3889,736) (3889,790) (3779,735) (3834,897) (3727,876) (3727,822) (3942,844) (3942,898) (3888,898) (3943,699) (3943,753) (3725,768) (3725,714) (3673,861) (3996,807) (3996,861) (3996,915) (3942,952) (3997,699) (3997,753) (3671,807) (3671,753) (3671,699) (4011,969) (4050,807) (4050,861) (4050,915) (4051,699) (4051,753) (3617,846) (3617,792) (3617,738) (4104,807) (4105,699) (4105,753) (3563,832) (3563,778) (3563,724) (4159,699) (4159,753) (3509,818) (3509,764) (3509,710) (4213,699) (3455,804) | overflowToLeft=false
Frozen 2 Sea Zone (180,903) (126,956) (126,902) (233,957) (180,849) (234,849) (234,903) (124,848) (179,1010) (125,1010) (72,956) (72,902) (287,957) (287,1011) (233,1011) (71,1011) (178,795) (232,795) (286,795) (288,849) (288,903) (70,848) (70,794) (124,794) (139,1064) (18,957) (18,903) (341,957) (341,1011) (85,1065) (31,1065) (17,1011) (178,741) (342,811) (342,865) (84,740) | overflowToLeft=false
Frozen 3 Sea Zone (365,449) (311,502) (311,448) (418,503) (365,395) (419,395) (419,449) (309,394) (364,556) (310,556) (257,502) (257,448) (435,557) (256,557) (363,341) (417,341) (471,341) (473,395) (473,449) (296,340) (525,289) (381,610) (327,610) (203,503) (273,611) (219,611) (202,557) (350,287) (404,287) (458,287) (165,648) (512,235) (566,235) (579,289) (372,664) (318,665) (264,665) (382,233) (436,233) (490,181) (544,181) (357,719) | overflowToLeft=false
Frozen 4 Sea Zone (92,407) (38,460) (38,406) (139,461) (92,353) (146,353) (146,407) (36,352) (85,514) (31,514) (0,298) (54,298) (85,568) (31,568) (58,622) (4,622) (32,676) (5,730) | overflowToLeft=false
Frozen 5 Sea Zone (268,140) (214,193) (214,139) (309,194) (268,86) (322,86) (322,140) (212,85) (255,247) (201,247) (160,193) (160,139) (266,32) (320,32) (376,55) (376,109) (158,85) (158,31) (212,31) (229,301) (106,218) (106,164) (104,110) (104,56) (104,2) (52,188) (50,134) (50,80) (50,26) | overflowToLeft=false
Frozen 6 Sea Zone (760,29) (706,82) (706,28) (814,0) (677,136) (652,82) (652,28) (868,0) (623,150) (598,96) (598,42) (922,0) (544,72) (544,18) (976,0) (490,35) (1030,0) (436,1) (1084,0) (1138,0) (1192,0) (1246,41) | overflowToLeft=false
Frozen 7 Sea Zone (1747,64) (1693,108) (1693,54) (1800,118) (1747,10) (1801,10) (1801,64) (1682,0) (1639,78) (1854,118) (1854,172) (1800,172) (1855,0) (1855,54) (1628,24) (1908,108) (1877,226) (1823,226) (1909,0) (1909,54) (1574,61) (1574,7) (1862,280) (1963,0) (1520,52) (1466,37) (1412,34) (1358,34) | overflowToLeft=false
Frozen 8 Sea Zone (2078,277) (2024,330) (2024,276) (2131,331) (2078,223) (2132,223) (2132,277) (2022,222) (2077,384) (2023,384) (1970,330) (1970,276) (2185,331) (2139,385) (1969,385) (2076,169) (2130,169) (2184,169) (2186,223) (2186,277) (1968,222) (1973,168) (2238,117) (2085,438) (2031,438) (1915,351) (2027,115) (2081,115) (2135,115) (2240,171) (2240,225) (2240,279) (2189,63) (2243,63) (2292,117) (2031,492) (2023,61) (2077,61) (2131,61) (2294,171) (2294,225) (2297,58) (2185,9) (2239,9) (2346,112) (2050,7) (2104,7) (2348,166) (2348,220) (2293,4) (2347,4) (2351,58) | overflowToLeft=false
Frozen 9 Sea Zone (2208,552) (2154,605) (2154,551) (2261,606) (2208,498) (2262,498) (2262,552) (2152,497) (2105,659) (2100,605) (2100,551) (2315,606) (2206,444) (2260,444) (2314,444) (2316,498) (2316,552) (2051,668) (2368,392) (2046,614) (2369,606) (2252,390) (2306,390) (2370,446) (2370,500) (2360,338) (2414,338) (2422,392) (2423,554) (2423,608) (2424,446) (2424,500) (2396,284) | overflowToLeft=false
Fungal Rock (2358,6684) (2418,6707) (2358,6743) (2299,6728) (2299,6670) (2358,6624) (2419,6646) (2299,6610) (2357,6564) (2417,6582) (2240,6706) (2240,6766) (2302,6787) (2415,6765) (2476,6611) (2478,6667) (2477,6724) | overflowToLeft=false
Fungal Vale (8142,2102) (8083,2164) (8145,2162) (8201,2080) (8213,2018) (8142,2037) (8083,2080) (8019,2071) (8024,2129) (8325,2059) (8307,2120) (8251,2166) (8023,2247) (8082,2241) (8142,2220) (8202,2220) | overflowToLeft=false
Gadgetzan (2965,6968) (2906,7013) (2965,7035) (3034,6966) (3024,7026) (2907,6952) (2846,7003) (2848,6941) (2867,6883) (2923,6891) (2932,6833) (2990,6835) (2983,6776) (2980,6893) (3039,6894) (3096,6902) (3084,6959) (3083,7020) | overflowToLeft=false
Gart Backpack (7358,268) (7412,268) (7466,268) (7520,268) (7574,268) (7358,322) (7412,322) (7466,322) (7520,322) (7574,322) (7358,376) (7412,376) (7466,376) (7520,376) (7574,376) (7358,430) (7412,430) (7466,430) (7520,430) (7574,430) (7358,484) (7412,484) (7466,484) (7520,484) (7574,484) (7358,538) (7412,538) (7466,538) (7520,538) (7574,538) (7358,591) (7412,591) (7466,591) (7520,591) (7574,591) (7358,645) (7412,645) (7466,645) (7520,645) (7574,645) | overflowToLeft=false
Gart Levels (7018,299) (7018,334) (7018,369) (7018,404) (7018,439) (7018,474) (7018,509) (7018,544) | overflowToLeft=false
Gart Mount (7018,577) | overflowToLeft=false
Gart Origin Story (7076,575) (7076,605) (7166,575) (7166,605) | overflowToLeft=false
Gart Ranged Weapon (7262,577) | overflowToLeft=false
Gates of Ahn Quiraj (1140,7126) (1082,7103) (1081,7162) (1138,7184) (1138,7067) (1196,7195) (1199,7134) (1197,7076) (1253,7050) (1255,7109) (1256,7168) (1024,7085) (1021,7142) (1081,7220) (1312,7052) (1313,7111) (1138,7242) (1069,7312) (1130,7309) | overflowToLeft=false
Gelkis Heights (633,5270) (690,5213) (631,5213) (574,5213) (575,5271) (691,5268) (747,5219) (746,5277) (676,5155) (618,5156) (560,5156) (533,5100) (590,5097) (559,5328) (615,5326) (672,5329) (728,5332) | overflowToLeft=false
Ghostlands (7907,1797) (7851,1857) (7908,1854) (7792,1914) (7853,1914) (7912,1914) (7845,1798) (7792,1848) (7732,1859) (7907,1739) (7966,1815) (7735,1921) (7969,1873) | overflowToLeft=false
Gilneas (6338,3225) (6303,3281) (6362,3280) (6249,3134) (6306,3159) (6223,3189) (6280,3217) (6241,3275) (6396,3197) (6456,3184) (6524,3171) (6420,3253) (6479,3238) (6420,3310) (6343,3338) | overflowToLeft=false
Glass Beach (8764,4892) (8710,4945) (8710,4891) (8791,4946) (8764,4838) (8818,4838) (8818,4892) (8737,4999) (8683,4999) (8805,4784) (8859,4784) (8913,4743) (8646,5053) | overflowToLeft=false
Gnarlpine Hold (1123,1063) (1106,1006) (1066,1062) (1093,1118) (1148,1118) (1163,1006) (1183,1060) (1206,1116) (1219,983) (1049,1004) (1035,1129) (990,1000) (1007,1062) (976,1129) (1276,978) (1241,1039) (1261,1095) | overflowToLeft=false
Gnomeregan (6563,4708) (6506,4735) (6620,4739) (6506,4676) (6447,4710) (6563,4767) (6448,4649) (6622,4681) (6687,4653) (6438,4564) (6499,4549) (6562,4550) (6625,4556) (6685,4556) (6395,4770) (6450,4770) (6505,4791) (6626,4796) (6565,4823) (6442,4827) (6508,4847) (6450,4885) (6563,4880) (6507,4609) (6628,4616) (6567,4621) (6622,4866) | overflowToLeft=false
Gol Bolar Quarry (7379,4850) (7320,4860) (7261,4878) (7356,4792) (7241,4743) (7303,4726) (7361,4717) (7235,4809) (7297,4793) (7265,4944) (7323,4922) (7381,4910) (7439,4867) (7322,4980) (7378,4972) (7442,4926) (7436,4983) (7497,4961) (7553,4975) | overflowToLeft=false
Golakka Hot Springs (1916,6727) (1899,6668) (1958,6666) (1973,6726) (1858,6725) (1875,6608) (1934,6608) (1931,6546) (1872,6547) (1840,6666) (1841,6785) (1904,6785) (1967,6784) (1820,6845) (1883,6841) (1824,6908) (1881,6900) | overflowToLeft=false
Gold Coast (6104,6401) (6050,6454) (6129,6455) (6083,6347) (6137,6347) (6158,6401) (6191,6314) (6075,6508) (6021,6508) (6123,6293) (6177,6260) (6231,6260) (6245,6314) (6059,6562) (6005,6562) (6285,6246) (5995,6616) | overflowToLeft=false
Golden Strand (7751,1317) (7697,1370) (7697,1316) (7751,1263) (7805,1263) (7805,1317) (7664,1424) (7643,1370) (7859,1219) (7859,1273) (7859,1327) (7610,1457) (7589,1403) (7913,1207) (7913,1261) (7913,1315) (7561,1511) (7556,1457) (7967,1184) (7967,1238) (8021,1248) | overflowToLeft=false
Goldshire (7017,6212) (7073,6266) (7073,6207) (7038,6321) (6981,6296) (6921,6283) (6954,6215) (6888,6194) (6825,6167) (6762,6160) (6720,6222) (6776,6222) (6831,6225) (6861,6285) (6758,6280) (7130,6197) (7129,6254) (7185,6254) (7116,6322) (7173,6313) (7240,6274) (7151,6377) (7212,6378) | overflowToLeft=false
Gordunni Badlands (1232,5376) (1278,5319) (1288,5377) (1312,5262) (1335,5317) (1255,5263) (1220,5319) (1197,5261) (1368,5258) (1390,5315) (1423,5258) (1164,5317) (1174,5376) (1343,5372) (1399,5372) (1163,5433) (1220,5432) (1277,5432) (1140,5257) (1334,5432) | overflowToLeft=false
Gordunni Mountains (918,6300) (895,6243) (953,6244) (860,6299) (977,6300) (929,6357) (869,6358) (1001,6183) (943,6183) (885,6182) (840,6123) (899,6124) (957,6124) (843,6418) (900,6417) (958,6416) (820,6475) (879,6475) (936,6513) (993,6473) | overflowToLeft=false
Gordunni Scars (1465,5593) (1519,5536) (1462,5536) (1406,5529) (1406,5586) (1502,5480) (1446,5473) (1389,5472) (1463,5415) (1393,5641) (1448,5662) (1505,5658) (1522,5596) (1577,5605) (1633,5573) (1575,5549) (1634,5629) | overflowToLeft=false
Great 1 Sea Zone (4525,857) (4471,910) (4471,856) (4578,911) (4525,803) (4579,803) (4579,857) (4469,802) (4524,964) (4470,964) (4417,910) (4417,856) (4632,911) (4632,965) (4578,965) (4416,965) (4523,749) (4577,749) (4631,749) (4633,803) (4633,857) (4415,802) (4415,748) (4469,748) (4685,746) (4363,911) (4363,857) (4686,911) (4686,965) (4652,1019) (4598,1019) (4362,967) (4687,800) (4687,854) (4361,803) (4361,749) (4309,913) (4309,859) (4740,908) (4740,962) (4741,798) (4741,852) (4307,805) (4255,934) (4255,880) (4794,906) (4795,850) (4253,826) (4201,916) (4848,904) | overflowToLeft=false
Great 10 Sea Zone (4425,2237) (4371,2290) (4371,2236) (4478,2291) (4425,2183) (4479,2183) (4479,2237) (4369,2182) (4424,2344) (4370,2344) (4317,2290) (4317,2236) (4532,2291) (4483,2345) (4316,2345) (4423,2129) (4477,2129) (4531,2129) (4533,2183) (4533,2237) (4315,2182) (4349,2128) (4585,2090) (4263,2291) (4263,2237) (4586,2291) (4448,2075) (4502,2075) (4587,2144) (4587,2198) (4261,2183) (4209,2330) (4209,2276) (4640,2252) (4641,2158) (4207,2222) (4155,2329) (4694,2228) (4153,2275) (4101,2330) (4047,2341) | overflowToLeft=false
Great 11 Sea Zone (4745,2420) (4691,2473) (4691,2419) (4798,2474) (4745,2366) (4799,2366) (4799,2420) (4689,2365) (4726,2527) (4672,2527) (4637,2473) (4637,2419) (4852,2474) (4743,2312) (4797,2312) (4851,2312) (4853,2366) (4853,2420) (4635,2365) (4618,2546) (4583,2492) (4583,2438) (4906,2474) (4858,2258) (4907,2341) (4907,2395) (4581,2384) (4529,2476) (4527,2422) | overflowToLeft=false
Great 12 Sea Zone (5148,2262) (5094,2315) (5094,2261) (5201,2316) (5148,2208) (5202,2208) (5202,2262) (5092,2207) (5147,2369) (5093,2369) (5040,2315) (5040,2261) (5255,2316) (5255,2370) (5201,2370) (5039,2370) (5146,2154) (5200,2154) (5254,2154) (5256,2208) (5256,2262) (5038,2207) (5079,2153) (5138,2423) (4986,2316) (4986,2262) (5309,2316) (5084,2424) (5030,2424) (5166,2100) (5220,2100) (5310,2260) (4984,2208) | overflowToLeft=false
Great 13 Sea Zone (5560,2198) (5506,2251) (5506,2197) (5613,2252) (5560,2144) (5614,2144) (5614,2198) (5504,2143) (5559,2305) (5505,2305) (5452,2251) (5452,2197) (5667,2252) (5667,2306) (5613,2306) (5451,2306) (5558,2090) (5612,2090) (5666,2090) (5668,2144) (5668,2198) (5450,2143) (5450,2089) (5504,2089) (5559,2359) (5505,2359) (5398,2252) (5398,2198) (5640,2360) (5451,2360) (5558,2036) (5612,2036) (5666,2036) (5396,2144) (5494,2035) (5586,2413) (5532,2413) (5478,2414) (5548,1982) (5602,1982) (5656,1982) (5538,2467) (5484,2468) (5609,1928) | overflowToLeft=false
Great 14 Sea Zone (5779,2696) (5725,2749) (5725,2695) (5832,2750) (5779,2642) (5833,2642) (5833,2696) (5723,2641) (5778,2803) (5724,2803) (5671,2749) (5671,2695) (5886,2750) (5886,2804) (5832,2804) (5670,2804) (5777,2588) (5831,2588) (5887,2615) (5887,2669) (5669,2641) (5669,2587) (5723,2587) (5778,2857) (5617,2750) (5617,2696) (5940,2723) (5940,2777) (5940,2831) (5886,2858) (5832,2858) (5777,2534) (5941,2636) (5615,2642) (5615,2588) (5615,2534) (5669,2533) (5723,2533) (5967,2885) (5563,2755) (5563,2701) (5994,2690) (5994,2744) (5994,2798) (5913,2912) (5859,2912) (5805,2912) (5561,2647) (5561,2593) (5636,2479) (5690,2479) | overflowToLeft=false
Great 15 Sea Zone (5216,2594) (5162,2647) (5162,2593) (5269,2648) (5216,2540) (5270,2540) (5270,2594) (5160,2539) (5215,2701) (5161,2701) (5108,2647) (5108,2593) (5323,2648) (5323,2702) (5269,2702) (5107,2702) (5214,2486) (5268,2486) (5322,2486) (5324,2540) (5324,2594) (5106,2539) (5376,2434) (5054,2648) (5054,2594) (5377,2648) (5324,2756) (5270,2756) (5053,2717) (5315,2432) (5378,2488) (5378,2542) (5052,2540) (5000,2663) (5000,2609) (4999,2717) (5432,2571) (4998,2555) (4946,2663) (4946,2609) (4944,2555) | overflowToLeft=false
Great 16 Sea Zone (4777,2863) (4723,2916) (4723,2862) (4830,2917) (4777,2809) (4831,2809) (4831,2863) (4721,2808) (4776,2970) (4722,2970) (4669,2916) (4669,2862) (4884,2917) (4884,2971) (4830,2971) (4668,2971) (4775,2755) (4829,2755) (4883,2755) (4885,2809) (4885,2863) (4667,2808) (4667,2754) (4721,2754) (4776,3024) (4722,3024) (4918,3025) (4864,3025) (4668,3025) (4775,2701) (4829,2701) (4644,2700) (4698,2700) (4810,3078) (4756,3078) (4913,3079) (4702,3079) (4648,3079) (4752,2647) (4806,2647) (4860,2647) (4629,2646) (4683,2646) (4859,3132) (4805,3132) (4751,3133) (4697,3133) (4643,3133) (4739,2593) (4793,2593) (4847,2593) | overflowToLeft=false
Great 17 Sea Zone (5118,2954) (5064,3007) (5064,2953) (5171,3008) (5118,2900) (5172,2900) (5172,2954) (5062,2899) (5117,3061) (5063,3061) (5010,3007) (5010,2953) (5225,3008) (5214,3062) (5009,3062) (5116,2846) (5170,2846) (5224,2846) (5226,2900) (5226,2954) (5008,2899) (5008,2845) (5062,2845) (5160,3115) (5106,3115) (5052,3116) (4998,3116) (5116,2792) (5280,2854) (4958,2791) (5012,2791) | overflowToLeft=false
